No.     Time           Source                Destination           Protocol Length Info
    205 5.791354       120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    206 5.799291       172.16.20.51          120.24.48.119         TCP      66     43265 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20268431 TSecr=3846225336
    207 5.811772       172.16.20.51          120.24.48.119         TCP      66     43265 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20268432 TSecr=3846225336
    208 5.835147       172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    209 5.854952       120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    210 5.861808       172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    211 5.881558       120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    212 5.881562       120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    213 5.894277       172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    214 5.898374       172.16.20.51          120.24.48.119         TCP      66     43265 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20268441 TSecr=3846225426
    215 6.244235       172.16.20.51          120.24.48.119         TCP      74     45616 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20268475 TSecr=0 WS=64
    216 6.258385       120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 45616 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846225808 TSecr=20268475 WS=128
    217 6.259842       172.16.20.51          120.24.48.119         TCP      66     45616 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20268477 TSecr=3846225808
    218 6.280423       172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    219 6.295859       120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 45616 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846225845 TSecr=20268479
    220 6.296967       120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    221 6.296973       120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    222 6.307437       172.16.20.51          120.24.48.119         TCP      66     45616 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20268482 TSecr=3846225846
    223 6.307783       172.16.20.51          120.24.48.119         TCP      66     45616 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20268482 TSecr=3846225846
    224 6.325000       172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    225 6.340339       120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    226 6.349331       172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    227 6.363710       120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    228 6.363713       120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    229 6.371162       172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    230 6.377104       172.16.20.51          120.24.48.119         TCP      66     45616 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20268489 TSecr=3846225914
    231 6.733481       172.16.20.51          120.24.48.119         TCP      74     46870 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20268524 TSecr=0 WS=64
    232 6.752156       120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 46870 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846226298 TSecr=20268524 WS=128
    233 6.754694       172.16.20.51          120.24.48.119         TCP      66     46870 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20268527 TSecr=3846226298
    234 6.765797       172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    235 6.784885       120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 46870 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846226330 TSecr=20268527
    236 6.786733       120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    237 6.786736       120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    238 6.788554       172.16.20.51          120.24.48.119         TCP      66     46870 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20268530 TSecr=3846226332
    239 6.790421       172.16.20.51          120.24.48.119         TCP      66     46870 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20268530 TSecr=3846226332
    240 6.805007       172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    241 6.824760       120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    242 6.868162       172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    243 6.888374       120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    244 6.888378       120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    245 6.895464       172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    246 6.897651       172.16.20.51          120.24.48.119         TCP      66     46870 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20268541 TSecr=3846226433
    247 7.225247       172.16.20.51          120.24.48.119         TCP      74     36434 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20268573 TSecr=0 WS=64
    248 7.240108       120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 36434 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846226790 TSecr=20268573 WS=128
    249 7.244089       172.16.20.51          120.24.48.119         TCP      66     36434 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20268575 TSecr=3846226790
    250 7.260670       172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    251 7.275855       120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 36434 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846226825 TSecr=20268577
    252 7.277743       120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    253 7.277747       120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    254 7.280154       172.16.20.51          120.24.48.119         TCP      66     36434 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20268579 TSecr=3846226827
    255 7.280160       172.16.20.51          120.24.48.119         TCP      66     36434 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20268579 TSecr=3846226827
    256 7.298557       172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    257 7.314893       120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    258 7.327880       172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    259 7.344444       120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    260 7.344448       120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    261 7.350775       172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    262 7.350788       172.16.20.51          120.24.48.119         TCP      66     36434 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20268586 TSecr=3846226892
    263 7.689786       172.16.20.51          120.24.48.119         TCP      74     35388 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20268620 TSecr=0 WS=64
    264 7.707830       120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 35388 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846227253 TSecr=20268620 WS=128
    265 7.709982       172.16.20.51          120.24.48.119         TCP      66     35388 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20268622 TSecr=3846227253
    266 7.741419       172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    267 7.760187       120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 35388 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846227305 TSecr=20268624
    268 7.762777       120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    269 7.762779       120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    270 7.764884       172.16.20.51          120.24.48.119         TCP      66     35388 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20268627 TSecr=3846227306
    271 7.765011       172.16.20.51          120.24.48.119         TCP      66     35388 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20268628 TSecr=3846227306
    272 7.805937       172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    273 7.824954       120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    274 7.826423       172.16.20.51          120.24.48.119         TCP      66     35388 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20268634 TSecr=3846227370
    275 7.846173       172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    276 7.864865       120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    277 7.864871       120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    278 7.870914       172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    279 7.870915       172.16.20.51          120.24.48.119         TCP      66     35388 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20268638 TSecr=3846227410
    280 8.188631       172.16.20.51          120.24.48.119         TCP      74     39485 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20268670 TSecr=0 WS=64
    281 8.203136       120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 39485 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846227753 TSecr=20268670 WS=128
    282 8.204765       172.16.20.51          120.24.48.119         TCP      66     39485 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20268671 TSecr=3846227753
    283 8.221904       172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    284 8.237038       120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 39485 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846227787 TSecr=20268673
    285 8.238744       120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    286 8.238747       120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    287 8.241563       172.16.20.51          120.24.48.119         TCP      66     39485 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20268675 TSecr=3846227788
    288 8.241565       172.16.20.51          120.24.48.119         TCP      66     39485 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20268675 TSecr=3846227788
    289 8.258664       172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    290 8.273949       120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    291 8.281562       172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    292 8.296752       120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    293 8.296756       120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    294 8.306240       172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    295 8.313181       172.16.20.51          120.24.48.119         TCP      66     39485 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20268682 TSecr=3846227846
    296 8.690272       172.16.20.51          120.24.48.119         TCP      74     35652 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20268720 TSecr=0 WS=64
    297 8.705271       120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 35652 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846228255 TSecr=20268720 WS=128
    298 8.711931       172.16.20.51          120.24.48.119         TCP      66     35652 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20268722 TSecr=3846228255
    299 8.742892       172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    300 8.758969       120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 35652 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846228307 TSecr=20268725
    301 8.761308       120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    302 8.761312       120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    303 8.765187       172.16.20.51          120.24.48.119         TCP      66     35652 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20268727 TSecr=3846228309
    304 8.765195       172.16.20.51          120.24.48.119         TCP      66     35652 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20268727 TSecr=3846228309
    305 8.787572       172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    306 8.803766       120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    307 8.813485       172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    308 8.828613       120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    309 8.828618       120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    310 8.832028       172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    311 8.835537       172.16.20.51          120.24.48.119         TCP      66     35652 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20268735 TSecr=3846228378
    312 9.214018       172.16.20.51          120.24.48.119         TCP      74     39477 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20268772 TSecr=0 WS=64
    313 9.232321       120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 39477 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846228778 TSecr=20268772 WS=128
    314 9.234295       172.16.20.51          120.24.48.119         TCP      66     39477 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20268774 TSecr=3846228778
    315 9.255558       172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    316 9.274070       120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 39477 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846228819 TSecr=20268776
