No.     Time           Source                Destination           Protocol Info
    207 2.874401       42.62.69.169          172.17.32.142         TCP      https(443) → 50085 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425045491 TSecr=502920473
    208 2.874409       42.62.69.169          172.17.32.142         TCP      https(443) → 50087 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425045495 TSecr=502920475 WS=512
    209 2.874503       172.17.32.142         42.62.69.169          TCP      50087 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502920530 TSecr=3425045495
    210 2.878870       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    211 2.930818       42.62.69.169          172.17.32.142         TCP      https(443) → 50087 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425045556 TSecr=502920534
    212 2.931925       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    213 2.931936       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    214 2.931938       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    215 2.931939       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    216 2.932097       172.17.32.142         42.62.69.169          TCP      50087 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502920585 TSecr=3425045557
    217 2.932098       172.17.32.142         42.62.69.169          TCP      50087 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502920585 TSecr=3425045557
    218 2.932184       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50087 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502920585 TSecr=3425045557
    219 2.969858       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    220 3.021005       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    221 3.021084       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    222 3.074018       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    223 3.074021       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    224 3.074079       172.17.32.142         42.62.69.169          TCP      50087 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502920725 TSecr=3425045697
    225 3.074080       172.17.32.142         42.62.69.169          TCP      50087 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502920725 TSecr=3425045697
    226 3.076098       172.17.32.142         42.62.69.169          TCP      50087 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502920727 TSecr=3425045697
    227 3.078161       172.17.32.142         42.62.69.169          TCP      50089 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502920729 TSecr=0 SACK_PERM=1
    228 3.127047       42.62.69.169          172.17.32.142         TCP      https(443) → 50089 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425045753 TSecr=502920729 WS=512
    229 3.127151       172.17.32.142         42.62.69.169          TCP      50089 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502920778 TSecr=3425045753
    230 3.130650       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    231 3.136677       42.62.69.169          172.17.32.142         TCP      https(443) → 50087 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425045752 TSecr=502920727
    232 3.178120       42.62.69.169          172.17.32.142         TCP      https(443) → 50089 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425045806 TSecr=502920781
    233 3.186787       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    234 3.186795       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    235 3.186797       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    236 3.186799       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    237 3.186894       172.17.32.142         42.62.69.169          TCP      50089 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502920836 TSecr=3425045807
    238 3.186895       172.17.32.142         42.62.69.169          TCP      50089 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502920836 TSecr=3425045807
    239 3.186999       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50089 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502920836 TSecr=3425045807
    240 3.210249       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    241 3.269811       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    242 3.269937       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    243 3.320674       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    244 3.320680       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    245 3.320764       172.17.32.142         42.62.69.169          TCP      50089 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502920968 TSecr=3425045945
    246 3.320766       172.17.32.142         42.62.69.169          TCP      50089 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502920968 TSecr=3425045945
    247 3.323682       172.17.32.142         42.62.69.169          TCP      50089 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502920970 TSecr=3425045945
    248 3.328179       172.17.32.142         42.62.69.169          TCP      50090 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502920974 TSecr=0 SACK_PERM=1
    249 3.374427       42.62.69.169          172.17.32.142         TCP      https(443) → 50089 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425045999 TSecr=502920970
    250 3.374433       42.62.69.169          172.17.32.142         TCP      https(443) → 50090 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425046003 TSecr=502920974 WS=512
    251 3.374523       172.17.32.142         42.62.69.169          TCP      50090 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502921020 TSecr=3425046003
    252 3.377961       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    253 3.424344       42.62.69.169          172.17.32.142         TCP      https(443) → 50090 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425046053 TSecr=502921023
    254 3.424349       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    255 3.424350       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    256 3.424460       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    257 3.424463       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    258 3.424546       172.17.32.142         42.62.69.169          TCP      50090 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502921068 TSecr=3425046054
    259 3.424549       172.17.32.142         42.62.69.169          TCP      50090 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502921068 TSecr=3425046054
    260 3.425063       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50090 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502921068 TSecr=3425046054
    261 3.443831       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    262 3.491680       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    263 3.491828       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    264 3.540796       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    265 3.540800       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    266 3.540865       172.17.32.142         42.62.69.169          TCP      50090 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502921183 TSecr=3425046168
    267 3.540866       172.17.32.142         42.62.69.169          TCP      50090 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502921183 TSecr=3425046168
    268 3.544726       172.17.32.142         42.62.69.169          TCP      50090 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502921186 TSecr=3425046168
    269 3.547563       172.17.32.142         42.62.69.169          TCP      50091 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502921188 TSecr=0 SACK_PERM=1
    270 3.592205       42.62.69.169          172.17.32.142         TCP      https(443) → 50090 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425046219 TSecr=502921186
    271 3.613127       42.62.69.169          172.17.32.142         TCP      https(443) → 50091 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425046224 TSecr=502921188 WS=512
    272 3.613201       172.17.32.142         42.62.69.169          TCP      50091 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502921252 TSecr=3425046224
    273 3.616099       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    274 3.678136       42.62.69.169          172.17.32.142         TCP      https(443) → 50091 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425046292 TSecr=502921254
    275 3.690857       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    276 3.690865       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    277 3.690948       172.17.32.142         42.62.69.169          TCP      50091 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502921328 TSecr=3425046293
    278 3.698497       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    279 3.698503       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    280 3.698577       172.17.32.142         42.62.69.169          TCP      50091 → https(443) [ACK] Seq=176 Ack=4913 Win=129056 Len=0 TSval=502921335 TSecr=3425046293
    281 3.719978       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    282 3.782730       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    283 3.782789       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    284 3.846887       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    285 3.846892       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    286 3.846976       172.17.32.142         42.62.69.169          TCP      50091 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502921481 TSecr=3425046459
    287 3.846977       172.17.32.142         42.62.69.169          TCP      50091 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502921481 TSecr=3425046459
    288 3.849118       172.17.32.142         42.62.69.169          TCP      50091 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502921483 TSecr=3425046459
    289 3.854076       172.17.32.142         42.62.69.169          TCP      50092 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502921487 TSecr=0 SACK_PERM=1
    290 3.902173       42.62.69.169          172.17.32.142         TCP      https(443) → 50092 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425046531 TSecr=502921487 WS=512
    291 3.902246       172.17.32.142         42.62.69.169          TCP      50092 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502921535 TSecr=3425046531
    292 3.905967       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    293 3.912343       42.62.69.169          172.17.32.142         TCP      https(443) → 50091 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425046525 TSecr=502921483
    294 3.956550       42.62.69.169          172.17.32.142         TCP      https(443) → 50092 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425046583 TSecr=502921538
    295 3.956554       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    296 3.956555       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    297 3.956633       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    298 3.956634       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    299 3.956672       172.17.32.142         42.62.69.169          TCP      50092 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502921588 TSecr=3425046585
    300 3.956716       172.17.32.142         42.62.69.169          TCP      50092 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502921588 TSecr=3425046585
    301 3.956717       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50092 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502921588 TSecr=3425046585
    302 3.987400       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    303 4.037817       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    304 4.037918       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    305 4.088248       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    306 4.088253       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    307 4.088309       172.17.32.142         42.62.69.169          TCP      50092 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502921718 TSecr=3425046715
    308 4.088310       172.17.32.142         42.62.69.169          TCP      50092 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502921718 TSecr=3425046715
    309 4.089924       172.17.32.142         42.62.69.169          TCP      50092 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502921719 TSecr=3425046715
    310 4.107306       172.17.32.142         42.62.69.169          TCP      50093 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502921736 TSecr=0 SACK_PERM=1
    311 4.138331       42.62.69.169          172.17.32.142         TCP      https(443) → 50092 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425046767 TSecr=502921719
    312 4.156484       42.62.69.169          172.17.32.142         TCP      https(443) → 50093 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425046783 TSecr=502921736 WS=512
    313 4.156560       172.17.32.142         42.62.69.169          TCP      50093 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502921785 TSecr=3425046783
    314 4.159754       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    315 4.215506       42.62.69.169          172.17.32.142         TCP      https(443) → 50093 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425046836 TSecr=502921787
