No.     Time           Source                Destination           Protocol Info
    923 20.564621      172.17.32.142         27.148.145.195        TCP      56120 → https(443) [ACK] Seq=711 Ack=647 Win=262112 Len=0
    924 20.565712      27.148.145.195        172.17.32.142         TCP      https(443) → 56120 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    925 20.565775      172.17.32.142         27.148.145.195        TCP      56120 → https(443) [ACK] Seq=711 Ack=648 Win=262144 Len=0
    926 20.566679      172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    927 20.567176      172.17.32.142         27.148.145.195        TCP      56120 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    928 20.578632      27.148.145.195        172.17.32.142         TCP      https(443) → 56120 [RST] Seq=648 Win=0 Len=0
    929 20.580998      27.148.145.195        172.17.32.142         TCP      https(443) → 56120 [RST] Seq=648 Win=0 Len=0
    930 20.871925      172.17.32.142         106.122.254.22        TCP      56121 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663706498 TSecr=0 SACK_PERM=1
    931 20.887858      106.122.254.22        172.17.32.142         TCP      https(443) → 56121 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    932 20.887963      172.17.32.142         106.122.254.22        TCP      56121 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    933 20.890124      172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    934 20.898176      106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    935 20.898263      172.17.32.142         106.122.254.22        TCP      56121 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    936 20.899590      172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    937 20.905981      106.122.254.22        172.17.32.142         TCP      https(443) → 56121 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    938 20.906029      172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    939 20.922371      106.122.254.22        172.17.32.142         TCP      https(443) → 56121 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    940 20.963387      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    941 20.963434      172.17.32.142         106.122.254.22        TCP      56121 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    942 20.963917      106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    943 20.963959      172.17.32.142         106.122.254.22        TCP      56121 → https(443) [ACK] Seq=711 Ack=613 Win=262016 Len=0
    944 20.970328      172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    945 20.970457      172.17.32.142         106.122.254.22        TCP      56121 → https(443) [FIN, ACK] Seq=742 Ack=613 Win=262144 Len=0
    946 20.971226      106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    947 20.971293      172.17.32.142         106.122.254.22        TCP      [TCP Out-Of-Order] 56121 → https(443) [FIN, ACK] Seq=742 Ack=644 Win=262112 Len=0
    948 20.972673      106.122.254.22        172.17.32.142         TCP      https(443) → 56121 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    949 20.972715      172.17.32.142         106.122.254.22        TCP      [TCP Out-Of-Order] 56121 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    950 20.984628      106.122.254.22        172.17.32.142         TCP      https(443) → 56121 [RST] Seq=613 Win=0 Len=0
    951 20.985009      106.122.254.22        172.17.32.142         TCP      https(443) → 56121 [RST] Seq=644 Win=0 Len=0
    952 20.985559      106.122.254.22        172.17.32.142         TCP      https(443) → 56121 [RST] Seq=645 Win=0 Len=0
    953 20.986443      106.122.254.22        172.17.32.142         TCP      https(443) → 56121 [RST] Seq=613 Win=0 Len=0
