No.     Time           Source                Destination           Protocol Length Info
    191 3.382302       172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
    192 3.396236       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43536 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846222672 TSecr=20268162
    193 3.396240       120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
    194 3.396242       120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
    195 3.412667       172.16.20.51          120.24.48.119         TCP      66     43536 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20268164 TSecr=3846222673
    196 3.419647       172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    197 3.419674       172.16.20.51          120.24.48.119         TCP      66     43536 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20268165 TSecr=3846222673
    198 3.433949       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43536 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846222710 TSecr=20268165
    199 3.435600       172.16.20.51          120.24.48.119         TCP      66     43536 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20268167 TSecr=3846222710
    200 3.710991       172.16.20.51          120.24.48.119         TCP      74     39517 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20268194 TSecr=0 WS=64
    201 3.729004       120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 39517 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846223006 TSecr=20268194 WS=128
    202 3.730593       172.16.20.51          120.24.48.119         TCP      66     39517 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20268197 TSecr=3846223006
    203 3.746380       172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    204 3.765031       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 39517 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846223041 TSecr=20268198
    205 3.767528       120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    206 3.767530       120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
    207 3.768920       172.16.20.51          120.24.48.119         TCP      66     39517 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20268201 TSecr=3846223043
    208 3.768921       172.16.20.51          120.24.48.119         TCP      66     39517 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20268201 TSecr=3846223043
    209 3.789392       172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    210 3.807962       120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    211 3.807964       120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
    212 3.822544       172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
    213 3.881885       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 39517 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846223157 TSecr=20268206
    214 3.883770       172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
    215 3.901970       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 39517 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846223179 TSecr=20268212
    216 3.901975       120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
    217 3.901979       120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
    218 3.916143       172.16.20.51          120.24.48.119         TCP      66     39517 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20268215 TSecr=3846223179
    219 3.920112       172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    220 3.920121       172.16.20.51          120.24.48.119         TCP      66     39517 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20268215 TSecr=3846223179
    221 3.939048       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 39517 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846223215 TSecr=20268215
    222 3.940325       172.16.20.51          120.24.48.119         TCP      66     39517 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20268218 TSecr=3846223215
    223 4.243502       172.16.20.51          120.24.48.119         TCP      74     32794 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20268248 TSecr=0 WS=64
    224 4.257557       120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 32794 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846223533 TSecr=20268248 WS=128
    225 4.259395       172.16.20.51          120.24.48.119         TCP      66     32794 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20268249 TSecr=3846223533
    226 4.279911       172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    227 4.294251       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 32794 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846223569 TSecr=20268251
    228 4.296026       120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    229 4.296029       120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
    230 4.297438       172.16.20.51          120.24.48.119         TCP      66     32794 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20268253 TSecr=3846223571
    231 4.297443       172.16.20.51          120.24.48.119         TCP      66     32794 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20268253 TSecr=3846223571
    232 4.314644       172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    233 4.329400       120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    234 4.329402       120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
    235 4.341856       172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
    236 4.396842       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 32794 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846223671 TSecr=20268258
    237 4.399601       172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
    238 4.414571       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 32794 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846223689 TSecr=20268264
    239 4.414575       120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
    240 4.414577       120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
    241 4.427715       172.16.20.51          120.24.48.119         TCP      66     32794 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20268265 TSecr=3846223689
    242 4.427798       172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    243 4.427798       172.16.20.51          120.24.48.119         TCP      66     32794 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20268266 TSecr=3846223689
    244 4.443941       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 32794 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846223717 TSecr=20268266
    245 4.447030       172.16.20.51          120.24.48.119         TCP      66     32794 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20268268 TSecr=3846223717
    246 4.684605       172.16.20.51          120.24.48.119         TCP      74     33119 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20268292 TSecr=0 WS=64
    247 4.699546       120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 33119 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846223975 TSecr=20268292 WS=128
    248 4.700619       172.16.20.51          120.24.48.119         TCP      66     33119 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20268294 TSecr=3846223975
    249 4.706241       172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    250 4.722043       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 33119 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846223997 TSecr=20268294
    251 4.726447       120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    252 4.726461       120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
    253 4.737373       172.16.20.51          120.24.48.119         TCP      66     33119 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20268297 TSecr=3846223999
    254 4.737839       172.16.20.51          120.24.48.119         TCP      66     33119 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20268297 TSecr=3846223999
    255 4.788618       172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    256 4.804481       120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    257 4.804483       120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
    258 4.805809       172.16.20.51          120.24.48.119         TCP      66     33119 → cvc_hostd(442) [ACK] Seq=349 Ack=1779 Win=93440 Len=0 TSval=20268304 TSecr=3846224079
    259 4.805814       172.16.20.51          120.24.48.119         TCP      66     33119 → cvc_hostd(442) [ACK] Seq=349 Ack=1848 Win=93440 Len=0 TSval=20268304 TSecr=3846224079
    260 4.811254       172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
    261 4.866962       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 33119 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846224142 TSecr=20268305
    262 4.872214       172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
    263 4.888588       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 33119 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846224163 TSecr=20268311
    264 4.888593       120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
    265 4.888598       120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
    266 4.894697       172.16.20.51          120.24.48.119         TCP      66     33119 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20268313 TSecr=3846224163
    267 4.900895       172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    268 4.900897       172.16.20.51          120.24.48.119         TCP      66     33119 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20268313 TSecr=3846224163
    269 4.916996       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 33119 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846224192 TSecr=20268313
    270 4.922969       172.16.20.51          120.24.48.119         TCP      66     33119 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20268316 TSecr=3846224192
    271 5.181746       172.16.20.51          120.24.48.119         TCP      74     48223 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20268342 TSecr=0 WS=64
    272 5.201625       120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 48223 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846224472 TSecr=20268342 WS=128
    273 5.203033       172.16.20.51          120.24.48.119         TCP      66     48223 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20268344 TSecr=3846224472
    274 5.215922       172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    275 5.235868       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 48223 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846224506 TSecr=20268345
    276 5.238583       120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    277 5.238594       120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
    278 5.247807       172.16.20.51          120.24.48.119         TCP      66     48223 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20268348 TSecr=3846224508
    279 5.247823       172.16.20.51          120.24.48.119         TCP      66     48223 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20268348 TSecr=3846224508
    280 5.265004       172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    281 5.287089       120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    282 5.287092       120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
    283 5.298710       172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
    284 5.359181       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 48223 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846224629 TSecr=20268353
    285 5.368646       172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
    286 5.389411       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 48223 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846224659 TSecr=20268360
    287 5.389420       120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
    288 5.389424       120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
    289 5.401095       172.16.20.51          120.24.48.119         TCP      66     48223 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20268363 TSecr=3846224659
    290 5.405848       172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    291 5.405893       172.16.20.51          120.24.48.119         TCP      66     48223 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20268364 TSecr=3846224659
    292 5.426585       120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 48223 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846224696 TSecr=20268364
    293 5.433195       172.16.20.51          120.24.48.119         TCP      66     48223 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20268367 TSecr=3846224696
    294 5.699332       172.16.20.51          120.24.48.119         TCP      74     45634 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20268394 TSecr=0 WS=64
    295 5.718123       120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 45634 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846224994 TSecr=20268394 WS=128
    296 5.728282       172.16.20.51          120.24.48.119         TCP      66     45634 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20268396 TSecr=3846224994
